test_id,group_id,group_name,group_type,smiles,formula,inchi,python_success,python_groups,python_n_groups,python_error
142,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(c1ccc2c(c1)OC(F)(F)O2)C(F)(F)F,C13H5F13O2,"InChI=1S/C13H5F13O2/c14-7(10(18,19)11(20,21)8(15)16)9(17,12(22,23)24)4-1-2-5-6(3-4)28-13(25,26)27-5/h1-3,7-8H",True,"[22, 31, 46, 48, 51]",5,
143,46,Specificity test for group 46,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(c1ccc2c(c1)OC(F)(F)O2)C(F)(F)F,C13H5F13O2,"InChI=1S/C13H5F13O2/c14-7(10(18,19)11(20,21)8(15)16)9(17,12(22,23)24)4-1-2-5-6(3-4)28-13(25,26)27-5/h1-3,7-8H",True,"[22, 31, 46, 48, 51]",5,
144,51,Specificity test for group 51,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(c1ccc2c(c1)OC(F)(F)O2)C(F)(F)F,C13H5F13O2,"InChI=1S/C13H5F13O2/c14-7(10(18,19)11(20,21)8(15)16)9(17,12(22,23)24)4-1-2-5-6(3-4)28-13(25,26)27-5/h1-3,7-8H",True,"[22, 31, 46, 48, 51]",5,
145,51,Specificity test for group 51,Specificity,FC(F)(F)C(F)(C(F)(F)c1ccccc1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C13H5F15,"InChI=1S/C13H5F15/c14-7(15,6-4-2-1-3-5-6)9(16,13(26,27)28)8(10(17,18)19,11(20,21)22)12(23,24)25/h1-5H",True,"[22, 48, 51]",3,
146,22,Specificity test for group 22,Specificity,[H]C(F)(c1ncc[nH]1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C13H5F19N2,"InChI=1S/C13H5F19N2/c14-3(4-33-1-2-34-4)6(10(21,22)23,9(19,20)13(30,31)32)7(11(24,25)26,12(27,28)29)5(15)8(16,17)18/h1-3,5H,(H,33,34)",True,"[22, 44, 48, 51]",4,
147,44,Specificity test for group 44,Specificity,[H]C(F)(c1ncc[nH]1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C13H5F19N2,"InChI=1S/C13H5F19N2/c14-3(4-33-1-2-34-4)6(10(21,22)23,9(19,20)13(30,31)32)7(11(24,25)26,12(27,28)29)5(15)8(16,17)18/h1-3,5H,(H,33,34)",True,"[22, 44, 48, 51]",4,
148,51,Specificity test for group 51,Specificity,[H]C(F)(c1ncc[nH]1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C13H5F19N2,"InChI=1S/C13H5F19N2/c14-3(4-33-1-2-34-4)6(10(21,22)23,9(19,20)13(30,31)32)7(11(24,25)26,12(27,28)29)5(15)8(16,17)18/h1-3,5H,(H,33,34)",True,"[22, 44, 48, 51]",4,
149,22,Specificity test for group 22,Specificity,[H]C([H])(F)C(C(F)(F)F)(C([H])(F)c1ccc2c(c1)OC(F)(F)O2)C(F)(F)C(F)(F)F,C13H6F12O2,"InChI=1S/C13H6F12O2/c14-4-9(11(18,19)20,10(16,17)12(21,22)23)8(15)5-1-2-6-7(3-5)27-13(24,25)26-6/h1-3,8H,4H2",True,"[22, 31, 46, 48, 51]",5,
150,31,Specificity test for group 31,Specificity,[H]C([H])(F)C(C(F)(F)F)(C([H])(F)c1ccc2c(c1)OC(F)(F)O2)C(F)(F)C(F)(F)F,C13H6F12O2,"InChI=1S/C13H6F12O2/c14-4-9(11(18,19)20,10(16,17)12(21,22)23)8(15)5-1-2-6-7(3-5)27-13(24,25)26-6/h1-3,8H,4H2",True,"[22, 31, 46, 48, 51]",5,
151,46,Specificity test for group 46,Specificity,[H]C([H])(F)C(C(F)(F)F)(C([H])(F)c1ccc2c(c1)OC(F)(F)O2)C(F)(F)C(F)(F)F,C13H6F12O2,"InChI=1S/C13H6F12O2/c14-4-9(11(18,19)20,10(16,17)12(21,22)23)8(15)5-1-2-6-7(3-5)27-13(24,25)26-6/h1-3,8H,4H2",True,"[22, 31, 46, 48, 51]",5,
152,51,Specificity test for group 51,Specificity,[H]C([H])(F)C(C(F)(F)F)(C([H])(F)c1ccc2c(c1)OC(F)(F)O2)C(F)(F)C(F)(F)F,C13H6F12O2,"InChI=1S/C13H6F12O2/c14-4-9(11(18,19)20,10(16,17)12(21,22)23)8(15)5-1-2-6-7(3-5)27-13(24,25)26-6/h1-3,8H,4H2",True,"[22, 31, 46, 48, 51]",5,
153,15,Specificity test for group 15,Specificity,OCCCC(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C13H7F21O,"InChI=1S/C13H7F21O/c14-4(15,2-1-3-35)5(9(20,21)22,7(16,17)12(29,30)31)6(10(23,24)25,11(26,27)28)8(18,19)13(32,33)34/h35H,1-3H2",True,"[15, 48]",2,
154,22,Specificity test for group 22,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccccc1,C13H9F11,"InChI=1S/C13H9F11/c14-6-10(8(15)16,9(17)18)12(21,13(22,23)24)11(19,20)7-4-2-1-3-5-7/h1-5,8-9H,6H2",True,"[22, 48, 51]",3,
155,51,Specificity test for group 51,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccccc1,C13H9F11,"InChI=1S/C13H9F11/c14-6-10(8(15)16,9(17)18)12(21,13(22,23)24)11(19,20)7-4-2-1-3-5-7/h1-5,8-9H,6H2",True,"[22, 48, 51]",3,
156,24,Specificity test for group 24,Specificity,FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C14F31N,"InChI=1S/C14F31N/c15-3(16,8(28,29)30)1(5(19,20)21,6(22,23)24)2(7(25,26)27,4(17,18)9(31,32)33)12(40,41)46(13(42,43)10(34,35)36)14(44,45)11(37,38)39",True,"[24, 47, 48]",3,
157,46,Specificity test for group 46,Specificity,FC1(F)Oc2ccc(C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc2O1,C14H3F17O2,"InChI=1S/C14H3F17O2/c15-7(16,4-1-2-5-6(3-4)33-14(30,31)32-5)9(17,13(27,28)29)8(10(18,19)20,11(21,22)23)12(24,25)26/h1-3H",True,"[22, 31, 46, 48, 51]",5,
158,22,Specificity test for group 22,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C14H7F13O2,"InChI=1S/C14H7F13O2/c15-4-10(8(16)17,9(18)19)12(22,13(23,24)25)11(20,21)5-1-2-6-7(3-5)29-14(26,27)28-6/h1-3,8-9H,4H2",True,"[22, 31, 46, 48, 51]",5,
159,31,Specificity test for group 31,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C14H7F13O2,"InChI=1S/C14H7F13O2/c15-4-10(8(16)17,9(18)19)12(22,13(23,24)25)11(20,21)5-1-2-6-7(3-5)29-14(26,27)28-6/h1-3,8-9H,4H2",True,"[22, 31, 46, 48, 51]",5,
160,46,Specificity test for group 46,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C14H7F13O2,"InChI=1S/C14H7F13O2/c15-4-10(8(16)17,9(18)19)12(22,13(23,24)25)11(20,21)5-1-2-6-7(3-5)29-14(26,27)28-6/h1-3,8-9H,4H2",True,"[22, 31, 46, 48, 51]",5,
161,51,Specificity test for group 51,Specificity,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C14H7F13O2,"InChI=1S/C14H7F13O2/c15-4-10(8(16)17,9(18)19)12(22,13(23,24)25)11(20,21)5-1-2-6-7(3-5)29-14(26,27)28-6/h1-3,8-9H,4H2",True,"[22, 31, 46, 48, 51]",5,
162,45,Specificity test for group 45,Specificity,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)c1ccccn1)C(F)(F)C(F)(F)F,C15H4F21N,"InChI=1S/C15H4F21N/c16-6(17,5-3-1-2-4-37-5)7(11(22,23)24,9(18,19)14(31,32)33)8(12(25,26)27,13(28,29)30)10(20,21)15(34,35)36/h1-4H",True,"[22, 45, 48, 51]",4,
163,22,Specificity test for group 22,Specificity,[H]C(F)(c1ccccn1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C15H6F19N,"InChI=1S/C15H6F19N/c16-6(5-3-1-2-4-35-5)8(12(23,24)25,11(21,22)15(32,33)34)9(13(26,27)28,14(29,30)31)7(17)10(18,19)20/h1-4,6-7H",True,"[22, 45, 48, 51]",4,
164,45,Specificity test for group 45,Specificity,[H]C(F)(c1ccccn1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C15H6F19N,"InChI=1S/C15H6F19N/c16-6(5-3-1-2-4-35-5)8(12(23,24)25,11(21,22)15(32,33)34)9(13(26,27)28,14(29,30)31)7(17)10(18,19)20/h1-4,6-7H",True,"[22, 45, 48, 51]",4,
165,51,Specificity test for group 51,Specificity,[H]C(F)(c1ccccn1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C15H6F19N,"InChI=1S/C15H6F19N/c16-6(5-3-1-2-4-35-5)8(12(23,24)25,11(21,22)15(32,33)34)9(13(26,27)28,14(29,30)31)7(17)10(18,19)20/h1-4,6-7H",True,"[22, 45, 48, 51]",4,
166,51,Specificity test for group 51,Specificity,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)c1ccccc1)C(F)(F)C(F)(F)F,C16H5F21,"InChI=1S/C16H5F21/c17-7(18,6-4-2-1-3-5-6)8(12(23,24)25,10(19,20)15(32,33)34)9(13(26,27)28,14(29,30)31)11(21,22)16(35,36)37/h1-5H",True,"[22, 48, 51]",3,
167,22,Specificity test for group 22,Specificity,[H]C(F)(c1ccccc1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C16H7F19,"InChI=1S/C16H7F19/c17-7(6-4-2-1-3-5-6)9(13(24,25)26,12(22,23)16(33,34)35)10(14(27,28)29,15(30,31)32)8(18)11(19,20)21/h1-5,7-8H",True,"[22, 48, 51]",3,
168,51,Specificity test for group 51,Specificity,[H]C(F)(c1ccccc1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C16H7F19,"InChI=1S/C16H7F19/c17-7(6-4-2-1-3-5-6)9(13(24,25)26,12(22,23)16(33,34)35)10(14(27,28)29,15(30,31)32)8(18)11(19,20)21/h1-5,7-8H",True,"[22, 48, 51]",3,
169,46,Specificity test for group 46,Specificity,FC1(F)Oc2ccc(C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)cc2O1,C17H3F23O2,"InChI=1S/C17H3F23O2/c18-7(19,4-1-2-5-6(3-4)42-17(39,40)41-5)8(12(24,25)26,10(20,21)15(33,34)35)9(13(27,28)29,14(30,31)32)11(22,23)16(36,37)38/h1-3H",True,"[22, 31, 46, 48, 51]",5,
170,22,Specificity test for group 22,Specificity,[H]C(F)(c1ccc2c(c1)OC(F)(F)O2)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C17H5F21O2,"InChI=1S/C17H5F21O2/c18-7(4-1-2-5-6(3-4)40-17(37,38)39-5)9(13(25,26)27,12(23,24)16(34,35)36)10(14(28,29)30,15(31,32)33)8(19)11(20,21)22/h1-3,7-8H",True,"[22, 31, 46, 48, 51]",5,
171,31,Specificity test for group 31,Specificity,[H]C(F)(c1ccc2c(c1)OC(F)(F)O2)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C17H5F21O2,"InChI=1S/C17H5F21O2/c18-7(4-1-2-5-6(3-4)40-17(37,38)39-5)9(13(25,26)27,12(23,24)16(34,35)36)10(14(28,29)30,15(31,32)33)8(19)11(20,21)22/h1-3,7-8H",True,"[22, 31, 46, 48, 51]",5,
172,46,Specificity test for group 46,Specificity,[H]C(F)(c1ccc2c(c1)OC(F)(F)O2)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C17H5F21O2,"InChI=1S/C17H5F21O2/c18-7(4-1-2-5-6(3-4)40-17(37,38)39-5)9(13(25,26)27,12(23,24)16(34,35)36)10(14(28,29)30,15(31,32)33)8(19)11(20,21)22/h1-3,7-8H",True,"[22, 31, 46, 48, 51]",5,
173,51,Specificity test for group 51,Specificity,[H]C(F)(c1ccc2c(c1)OC(F)(F)O2)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C17H5F21O2,"InChI=1S/C17H5F21O2/c18-7(4-1-2-5-6(3-4)40-17(37,38)39-5)9(13(25,26)27,12(23,24)16(34,35)36)10(14(28,29)30,15(31,32)33)8(19)11(20,21)22/h1-3,7-8H",True,"[22, 31, 46, 48, 51]",5,
174,31,Specificity test for group 31,Specificity,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C4H2F10O,"InChI=1S/C4F10O/c5-1(6,2(7,8)9)3(10,11)15-4(12,13)14",True,"[17, 23, 31, 48]",4,
175,31,Specificity test for group 31,Specificity,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C4H2F10O,"InChI=1S/C4F10O/c5-1(6,2(7,8)9)3(10,11)15-4(12,13)14",True,"[17, 23, 31, 48]",4,
176,16,Specificity test for group 16,Specificity,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C4H4F10O2,"InChI=1S/C4F10O2/c5-1(6,15-3(9,10)11)2(7,8)16-4(12,13)14",True,"[16, 17, 23, 31, 48]",5,
177,17,Specificity test for group 17,Specificity,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C4H4F10O2,"InChI=1S/C4F10O2/c5-1(6,15-3(9,10)11)2(7,8)16-4(12,13)14",True,"[16, 17, 23, 31, 48]",5,
178,31,Specificity test for group 31,Specificity,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C4H4F10O2,"InChI=1S/C4F10O2/c5-1(6,15-3(9,10)11)2(7,8)16-4(12,13)14",True,"[16, 17, 23, 31, 48]",5,
179,26,Specificity test for group 26,Specificity,O=S(=O)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4F10O2S,"InChI=1S/C4F10O2S/c5-1(6,3(8,9)10)2(7,4(11,12)13)17(14,15)16",True,"[23, 26, 48]",3,
180,25,Specificity test for group 25,Specificity,FC(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C4F9I,"InChI=1S/C4F9I/c5-1(6,3(8,9)10)2(7,14)4(11,12)13",True,"[21, 25, 42, 48]",4,
181,43,Specificity test for group 43,Specificity,O=S(=O)(NC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C4H3F10NO2S,"InChI=1S/C4H2F10NO2S/c5-1(6,2(7,8)9)3(10,11)18(16,17)15-4(12,13)14/h18H,(H,15,16,17)",True,"[23, 43, 47, 48]",4,
182,43,Specificity test for group 43,Specificity,O=S(=O)(NC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C4H3F10NO2S,"InChI=1S/C4H2F10NO2S/c5-1(6,2(7,8)9)3(10,11)18(16,17)15-4(12,13)14/h18H,(H,15,16,17)",True,"[23, 43, 47, 48]",4,
183,47,Specificity test for group 47,Specificity,O=S(=O)(NC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C4H3F10NO2S,"InChI=1S/C4H2F10NO2S/c5-1(6,2(7,8)9)3(10,11)18(16,17)15-4(12,13)14/h18H,(H,15,16,17)",True,"[23, 43, 47, 48]",4,
184,14,Specificity test for group 14,Specificity,OC(F)(F)C(O)(F)C(F)(F)C(F)(F)F,C4H2F8O2,"InChI=1S/C4H2F8O2/c5-1(6,3(8,9)10)2(7,13)4(11,12)14/h13-14H",True,"[14, 29, 48]",3,
185,8,Specificity test for group 8,Specificity,O=S(=O)(O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)S(=O)(=O)O,C4H2F8O6S2,"InChI=1S/C4H2F8O6S2/c5-1(6,3(8,9)10)2(7,19(13,14)15)4(11,12)20(16,17)18/h(H,13,14,15)(H,16,17,18)",True,"[7, 8, 36, 48]",4,
186,13,Specificity test for group 13,Specificity,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O2P,"InChI=1S/C4H2F9O2P/c5-1(6,3(8,9)10)2(7,16(14)15)4(11,12)13/h16H,(H,14,15)",True,"[13, 40, 48]",3,
187,40,Specificity test for group 40,Specificity,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O2P,"InChI=1S/C4H2F9O2P/c5-1(6,3(8,9)10)2(7,16(14)15)4(11,12)13/h16H,(H,14,15)",True,"[13, 40, 48]",3,
188,40,Specificity test for group 40,Specificity,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O2P,"InChI=1S/C4H2F9O2P/c5-1(6,3(8,9)10)2(7,16(14)15)4(11,12)13/h16H,(H,14,15)",True,"[13, 40, 48]",3,
189,12,Specificity test for group 12,Specificity,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O3P,"InChI=1S/C4H2F9O3P/c5-1(6,3(8,9)10)2(7,4(11,12)13)17(14,15)16/h(H2,14,15,16)",True,"[12, 39, 48]",3,
190,39,Specificity test for group 39,Specificity,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O3P,"InChI=1S/C4H2F9O3P/c5-1(6,3(8,9)10)2(7,4(11,12)13)17(14,15)16/h(H2,14,15,16)",True,"[12, 39, 48]",3,
191,39,Specificity test for group 39,Specificity,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O3P,"InChI=1S/C4H2F9O3P/c5-1(6,3(8,9)10)2(7,4(11,12)13)17(14,15)16/h(H2,14,15,16)",True,"[12, 39, 48]",3,
192,47,Specificity test for group 47,Specificity,FC(F)(F)NC(F)(F)C(F)(F)C(F)(F)F,C4H3F10N,"InChI=1S/C4HF10N/c5-1(6,2(7,8)9)3(10,11)15-4(12,13)14/h15H",True,"[23, 47, 48]",3,
193,47,Specificity test for group 47,Specificity,FC(F)(F)NC(F)(F)C(F)(F)C(F)(F)F,C4H3F10N,"InChI=1S/C4HF10N/c5-1(6,2(7,8)9)3(10,11)15-4(12,13)14/h15H",True,"[23, 47, 48]",3,
194,29,Specificity test for group 29,Specificity,OC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O,"InChI=1S/C4HF9O/c5-1(6,3(8,9)10)2(7,14)4(11,12)13/h14H",True,"[14, 29, 48]",3,
195,29,Specificity test for group 29,Specificity,OC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O,"InChI=1S/C4HF9O/c5-1(6,3(8,9)10)2(7,14)4(11,12)13/h14H",True,"[14, 29, 48]",3,
196,11,Specificity test for group 11,Specificity,O=S(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O2S,"InChI=1S/C4HF9O2S/c5-1(6,3(8,9)10)2(7,16(14)15)4(11,12)13/h(H,14,15)",True,"[11, 38, 48]",3,
197,38,Specificity test for group 38,Specificity,O=S(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O2S,"InChI=1S/C4HF9O2S/c5-1(6,3(8,9)10)2(7,16(14)15)4(11,12)13/h(H,14,15)",True,"[11, 38, 48]",3,
198,38,Specificity test for group 38,Specificity,O=S(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O2S,"InChI=1S/C4HF9O2S/c5-1(6,3(8,9)10)2(7,16(14)15)4(11,12)13/h(H,14,15)",True,"[11, 38, 48]",3,
199,6,Specificity test for group 6,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O3S,"InChI=1S/C4HF9O3S/c5-1(6,3(8,9)10)2(7,4(11,12)13)17(14,15)16/h(H,14,15,16)",True,"[6, 7, 36, 48]",4,
200,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O3S,"InChI=1S/C4HF9O3S/c5-1(6,3(8,9)10)2(7,4(11,12)13)17(14,15)16/h(H,14,15,16)",True,"[6, 7, 36, 48]",4,
201,7,Specificity test for group 7,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O3S,"InChI=1S/C4HF9O3S/c5-1(6,3(8,9)10)2(7,4(11,12)13)17(14,15)16/h(H,14,15,16)",True,"[6, 7, 36, 48]",4,
202,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O3S,"InChI=1S/C4HF9O3S/c5-1(6,3(8,9)10)2(7,4(11,12)13)17(14,15)16/h(H,14,15,16)",True,"[6, 7, 36, 48]",4,
203,9,Specificity test for group 9,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S,"InChI=1S/C4HF9O4S/c5-1(2(6,7)8,18(14,15)16)3(9,10)17-4(11,12)13/h(H,14,15,16)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
204,7,Specificity test for group 7,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S,"InChI=1S/C4HF9O4S/c5-1(2(6,7)8,18(14,15)16)3(9,10)17-4(11,12)13/h(H,14,15,16)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
205,10,Specificity test for group 10,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S,"InChI=1S/C4HF9O4S/c5-1(2(6,7)8,18(14,15)16)3(9,10)17-4(11,12)13/h(H,14,15,16)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
206,31,Specificity test for group 31,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S,"InChI=1S/C4HF9O4S/c5-1(2(6,7)8,18(14,15)16)3(9,10)17-4(11,12)13/h(H,14,15,16)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
207,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S,"InChI=1S/C4HF9O4S/c5-1(2(6,7)8,18(14,15)16)3(9,10)17-4(11,12)13/h(H,14,15,16)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
208,37,Specificity test for group 37,Specificity,OSC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9OS,"InChI=1S/C4HF9OS/c5-1(6,3(8,9)10)2(7,15-14)4(11,12)13/h14H",True,"[37, 48]",2,
209,37,Specificity test for group 37,Specificity,OSC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9OS,"InChI=1S/C4HF9OS/c5-1(6,3(8,9)10)2(7,15-14)4(11,12)13/h14H",True,"[37, 48]",2,
210,35,Specificity test for group 35,Specificity,O=C(Cl)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5ClF9O,"InChI=1S/C5ClF9O/c6-1(16)2(7,4(10,11)12)3(8,9)5(13,14)15",True,"[35, 48]",2,
211,35,Specificity test for group 35,Specificity,O=C(Cl)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5ClF9O,"InChI=1S/C5ClF9O/c6-1(16)2(7,4(10,11)12)3(8,9)5(13,14)15",True,"[35, 48]",2,
212,27,Specificity test for group 27,Specificity,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F10O,"InChI=1S/C5F10O/c6-2(7,1(16)3(8,9)10)4(11,12)5(13,14)15",True,"[27, 28, 30, 48]",4,
213,30,Specificity test for group 30,Specificity,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F10O,"InChI=1S/C5F10O/c6-2(7,1(16)3(8,9)10)4(11,12)5(13,14)15",True,"[27, 28, 30, 48]",4,
214,28,Specificity test for group 28,Specificity,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F10O,"InChI=1S/C5F10O/c6-2(7,1(16)3(8,9)10)4(11,12)5(13,14)15",True,"[27, 28, 30, 48]",4,
215,30,Specificity test for group 30,Specificity,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F10O,"InChI=1S/C5F10O/c6-2(7,1(16)3(8,9)10)4(11,12)5(13,14)15",True,"[27, 28, 30, 48]",4,
216,25,Specificity test for group 25,Specificity,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)I,C5F11I,"InChI=1S/C5F11I/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)17",True,"[21, 25, 42, 48]",4,
217,42,Specificity test for group 42,Specificity,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C5H2F11I,"InChI=1S/C5F11I/c6-1(7,2(8,9)4(11,12)13)3(10,17)5(14,15)16",True,"[21, 25, 42, 48]",4,
218,42,Specificity test for group 42,Specificity,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C5H2F11I,"InChI=1S/C5F11I/c6-1(7,2(8,9)4(11,12)13)3(10,17)5(14,15)16",True,"[21, 25, 42, 48]",4,
219,25,Specificity test for group 25,Specificity,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C5F11I,"InChI=1S/C5F11I/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)17",True,"[21, 25, 42, 48]",4,
220,25,Specificity test for group 25,Specificity,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)I,C5F11I,"InChI=1S/C5F11I/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)17",True,"[21, 25, 42]",3,
221,16,Specificity test for group 16,Specificity,FC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C5H2F12O,"InChI=1S/C5F12O/c6-1(2(7,8)9,3(10,11)12)18-5(16,17)4(13,14)15",True,"[17, 23, 31, 48]",4,
222,31,Specificity test for group 31,Specificity,FC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C5H2F12O,"InChI=1S/C5F12O/c6-1(2(7,8)9,3(10,11)12)18-5(16,17)4(13,14)15",True,"[17, 23, 31, 48]",4,
