test_id,expected_group,expected_group_name,python_groups,python_group_names,html_groups,html_group_names,exact_match,python_success,missing_in_html,missing_in_html_names,extra_in_html,extra_in_html_names,smiles,formula
325,47,Specificity test for group 47,"[23, 47]",23:Perfluoroalkane; 47:amine,"[23, 47]",23:Perfluoroalkane; 47:amine,True,True,[],,[],,FC(F)(F)NC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H3F12N
326,1,Specificity test for group 1,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF9O2
326,1,Specificity test for group 1,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF9O2
326,1,Specificity test for group 1,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF9O2
326,1,Specificity test for group 1,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF9O2
330,4,Specificity test for group 4,"[1, 2, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[1, 2, 4, 5, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,"[4, 5]",4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3
330,4,Specificity test for group 4,"[1, 2, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[1, 2, 4, 5, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,"[4, 5]",4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3
330,4,Specificity test for group 4,"[1, 2, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[1, 2, 4, 5, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,"[4, 5]",4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3
330,4,Specificity test for group 4,"[1, 2, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[1, 2, 4, 5, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,"[4, 5]",4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3
330,4,Specificity test for group 4,"[1, 2, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[1, 2, 4, 5, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,"[4, 5]",4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3
335,35,Specificity test for group 35,"[35, 48]",35:acyl halide; 48:alkane,"[35, 48]",35:acyl halide; 48:alkane,True,True,[],,[],,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6ClF11O
335,35,Specificity test for group 35,"[35, 48]",35:acyl halide; 48:alkane,"[35, 48]",35:acyl halide; 48:alkane,True,True,[],,[],,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6ClF11O
337,35,Specificity test for group 35,[35],35:acyl halide,[35],35:acyl halide,True,True,[],,[],,O=C(Cl)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6ClF11O
338,35,Specificity test for group 35,"[35, 48]",35:acyl halide; 48:alkane,"[35, 48]",35:acyl halide; 48:alkane,True,True,[],,[],,O=C(Cl)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C6ClF11O
339,50,Specificity test for group 50,"[48, 50]",48:alkane; 50:alkyne,"[48, 50]",48:alkane; 50:alkyne,True,True,[],,[],,FC(F)(F)C#CC(F)(F)C(F)(F)C(F)(F)F,C6H2F10
339,50,Specificity test for group 50,"[48, 50]",48:alkane; 50:alkyne,"[48, 50]",48:alkane; 50:alkyne,True,True,[],,[],,FC(F)(F)C#CC(F)(F)C(F)(F)C(F)(F)F,C6H2F10
341,18,Specificity test for group 18,"[18, 41, 48, 49]",18:Perfluoroalkene; 41:ethene; 48:alkane; 49:alkene,"[18, 19, 41, 48, 49]",18:Perfluoroalkene; 19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12
341,18,Specificity test for group 18,"[18, 41, 48, 49]",18:Perfluoroalkene; 41:ethene; 48:alkane; 49:alkene,"[18, 19, 41, 48, 49]",18:Perfluoroalkene; 19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12
341,18,Specificity test for group 18,"[18, 41, 48, 49]",18:Perfluoroalkene; 41:ethene; 48:alkane; 49:alkene,"[18, 19, 41, 48, 49]",18:Perfluoroalkene; 19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12
341,18,Specificity test for group 18,"[18, 41, 48, 49]",18:Perfluoroalkene; 41:ethene; 48:alkane; 49:alkene,"[18, 19, 41, 48, 49]",18:Perfluoroalkene; 19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12
341,18,Specificity test for group 18,"[18, 41, 48, 49]",18:Perfluoroalkene; 41:ethene; 48:alkane; 49:alkene,"[18, 19, 41, 48, 49]",18:Perfluoroalkene; 19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12
346,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C6H2F12O
346,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C6H2F12O
348,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O
348,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O
348,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O
348,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O
352,27,Specificity test for group 27,"[27, 28, 30]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone,"[27, 28, 30]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone,True,True,[],,[],,O=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H2F12O
352,27,Specificity test for group 27,"[27, 28, 30]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone,"[27, 28, 30]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone,True,True,[],,[],,O=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H2F12O
354,42,Specificity test for group 42,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(I)C(F)(C(F)(F)F)C(F)(F)F,C6H2F13I
355,42,Specificity test for group 42,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)C(F)(F)F,C6H2F13I
355,42,Specificity test for group 42,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)C(F)(F)F,C6H2F13I
357,25,Specificity test for group 25,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C6F13I
358,42,Specificity test for group 42,"[21, 25, 42]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide,"[21, 25, 42]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide,True,True,[],,[],,FC(F)(F)C(F)(I)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H2F13I
359,25,Specificity test for group 25,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)I,C6F13I
360,31,Specificity test for group 31,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F14O
361,31,Specificity test for group 31,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F14O
362,16,Specificity test for group 16,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C6H4F14O2
363,16,Specificity test for group 16,"[16, 17, 23, 31]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether,"[16, 17, 23, 31]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether,True,True,[],,[],,FC(F)(F)OC(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H4F14O2
364,26,Specificity test for group 26,"[23, 26, 48]",23:Perfluoroalkane; 26:Perfluoroalkane sulfonyl fluorides; 48:alkane,"[23, 26, 48]",23:Perfluoroalkane; 26:Perfluoroalkane sulfonyl fluorides; 48:alkane,True,True,[],,[],,O=S(=O)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6F14O2S
365,26,Specificity test for group 26,"[23, 26, 48]",23:Perfluoroalkane; 26:Perfluoroalkane sulfonyl fluorides; 48:alkane,"[23, 26, 48]",23:Perfluoroalkane; 26:Perfluoroalkane sulfonyl fluorides; 48:alkane,True,True,[],,[],,O=S(=O)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6F14O2S
366,2,Specificity test for group 2,"[2, 33]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid,"[2, 33]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid,True,True,[],,[],,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H2F10O2
366,2,Specificity test for group 2,"[2, 33]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid,"[2, 33]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid,True,True,[],,[],,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H2F10O2
368,2,Specificity test for group 2,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(=O)O,C6H2F10O2
368,2,Specificity test for group 2,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(=O)O,C6H2F10O2
370,32,Specificity test for group 32,"[32, 48]",32:ester; 48:alkane,"[32, 48]",32:ester; 48:alkane,True,True,[],,[],,O=C(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H4F10O2
370,32,Specificity test for group 32,"[32, 48]",32:ester; 48:alkane,"[32, 48]",32:ester; 48:alkane,True,True,[],,[],,O=C(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H4F10O2
372,2,Specificity test for group 2,"[2, 31, 33]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid,"[2, 5, 31, 33]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H4F10O3
372,2,Specificity test for group 2,"[2, 31, 33]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid,"[2, 5, 31, 33]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H4F10O3
372,2,Specificity test for group 2,"[2, 31, 33]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid,"[2, 5, 31, 33]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H4F10O3
372,2,Specificity test for group 2,"[2, 31, 33]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid,"[2, 5, 31, 33]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H4F10O3
376,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)C(=O)O)C(F)(F)F,C6H4F10O3
376,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)C(=O)O)C(F)(F)F,C6H4F10O3
376,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)C(=O)O)C(F)(F)F,C6H4F10O3
376,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)C(=O)O)C(F)(F)F,C6H4F10O3
380,34,Specificity test for group 34,[34],34:amide,[34],34:amide,True,True,[],,[],,[H]C(F)(F)C(NC(=O)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H4F11NO
381,34,Specificity test for group 34,"[34, 48]",34:amide; 48:alkane,"[34, 48]",34:amide; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(NC(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C6H4F11NO
382,14,Specificity test for group 14,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,True,True,[],,[],,OC(F)(F)C(C(O)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F12O2
383,8,Specificity test for group 8,"[7, 8, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 8:Perfluoroalkyl disulfonic acids; 36:sulfonic acid; 48:alkane,"[7, 8, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 8:Perfluoroalkyl disulfonic acids; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)S(=O)(=O)O,C6H2F12O6S2
384,8,Specificity test for group 8,"[7, 8, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 8:Perfluoroalkyl disulfonic acids; 36:sulfonic acid; 48:alkane,"[7, 8, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 8:Perfluoroalkyl disulfonic acids; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)S(=O)(=O)O,C6H2F12O6S2
385,13,Specificity test for group 13,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,True,True,[],,[],,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13O2P
385,13,Specificity test for group 13,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,True,True,[],,[],,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13O2P
387,13,Specificity test for group 13,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,True,True,[],,[],,O=[PH](O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F13O2P
387,13,Specificity test for group 13,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,True,True,[],,[],,O=[PH](O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F13O2P
389,12,Specificity test for group 12,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,True,True,[],,[],,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13O3P
389,12,Specificity test for group 12,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,True,True,[],,[],,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13O3P
391,12,Specificity test for group 12,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,True,True,[],,[],,O=P(O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F13O3P
391,12,Specificity test for group 12,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,True,True,[],,[],,O=P(O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F13O3P
393,43,Specificity test for group 43,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,True,True,[],,[],,O=S(=O)(NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C6H3F14NO2S
394,43,Specificity test for group 43,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,True,True,[],,[],,O=S(=O)(NC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H3F14NO2S
